path,cluster,bg_frac,p1,p50,p99,grad_mean,grad_tail,var_med,var_iqr,spec_slope
000763.npy,0,0.000015,0.211765,0.482353,0.858824,0.063579,2.526573,0.004616,0.001757,-0.740419
000764.npy,1,0.034698,0.035294,0.215686,0.976471,0.091663,4.187344,0.018648,0.029950,-1.100255
000765.npy,0,0.013229,0.043137,0.113725,0.713726,0.024353,7.508067,0.000323,0.002028,-1.153956
000766.npy,0,0.017776,0.027451,0.117647,0.721569,0.026492,7.405729,0.000349,0.002624,-1.131819
000767.npy,0,0.011902,0.047059,0.117647,0.717647,0.024281,7.524326,0.000319,0.002019,-1.154173
000768.npy,1,0.003830,0.058824,0.337255,0.929412,0.062859,5.896845,0.005209,0.026138,-1.206531
000769.npy,0,0.000351,0.164706,0.372549,0.905882,0.020338,8.791933,0.000459,0.000723,-1.328036
000770.npy,0,0.000336,0.162157,0.372549,0.909804,0.019138,8.272671,0.000425,0.000643,-1.315784
000771.npy,0,0.000336,0.168627,0.376471,0.909804,0.019324,8.301082,0.000431,0.000702,-1.303965
000772.npy,0,0.013275,0.023529,0.541176,0.933333,0.031522,5.895092,0.001508,0.002889,-1.435274
000773.npy,0,0.134735,0.000000,0.219608,0.858824,0.018581,5.196573,0.000576,0.001368,-1.460364
000774.npy,0,0.135300,0.000000,0.219608,0.857451,0.018530,5.210964,0.000579,0.001373,-1.460485
000775.npy,0,0.134933,0.000000,0.219608,0.858824,0.018526,5.195765,0.000574,0.001360,-1.460958
000776.npy,1,0.001984,0.109804,0.705882,0.980392,0.058224,5.692899,0.009611,0.037768,-1.218029
000777.npy,0,0.006058,0.062745,0.611765,0.909804,0.053026,3.836073,0.004937,0.008249,-0.969128
000778.npy,0,0.007477,0.058824,0.611765,0.921569,0.059504,3.553698,0.006466,0.009875,-0.955377
000779.npy,0,0.006210,0.062745,0.615686,0.933333,0.066691,3.237476,0.008247,0.010148,-0.947475
000780.npy,1,0.098175,0.000000,0.298039,0.949020,0.091368,4.013265,0.012568,0.020247,-1.017754
000781.npy,0,0.000183,0.192157,0.470588,0.784314,0.023214,2.645017,0.001248,0.001151,-1.350667
000782.npy,0,0.000153,0.180392,0.498039,0.788235,0.023663,2.643790,0.001266,0.001182,-1.333364
000783.npy,0,0.000183,0.180392,0.498039,0.784314,0.023726,2.645875,0.001251,0.001191,-1.332971
000784.npy,0,0.093704,0.019608,0.274510,0.968627,0.035071,8.346272,0.001017,0.006321,-1.510023
000785.npy,0,0.597473,0.023529,0.043137,0.564706,0.014100,8.330734,0.000060,0.000626,-1.480318
000786.npy,0,0.504257,0.027451,0.047059,0.568627,0.014238,8.354327,0.000057,0.000676,-1.481778
000787.npy,0,0.600449,0.019608,0.039216,0.576471,0.014440,7.590671,0.000063,0.000963,-1.504251
000788.npy,0,0.025208,0.023529,0.627451,0.882353,0.018236,4.303610,0.000369,0.000575,-1.500607
000789.npy,0,0.378830,0.007843,0.290196,0.937255,0.010197,5.717044,0.000115,0.000477,-1.599032
000790.npy,0,0.395096,0.007843,0.078431,0.941176,0.010944,6.362499,0.000103,0.000607,-1.616737
000791.npy,0,0.364960,0.007843,0.368627,0.933333,0.010318,5.643508,0.000117,0.000511,-1.595201
000792.npy,0,0.000168,0.180392,0.705882,0.956863,0.013010,12.150467,0.000062,0.000113,-1.293284
000793.npy,0,0.006165,0.066667,0.372549,0.619608,0.046898,3.398766,0.003662,0.004154,-1.178008
000794.npy,0,0.005417,0.070588,0.368627,0.615686,0.045493,3.496343,0.003407,0.004397,-1.179896
000795.npy,0,0.005066,0.070588,0.329412,0.650980,0.041034,3.299979,0.002827,0.003299,-1.206329
000796.npy,0,0.000046,0.788235,0.862745,0.976471,0.004614,5.357192,0.000016,0.000015,-1.124044
000797.npy,0,0.475113,0.000000,0.054902,0.450980,0.022401,5.570535,0.000478,0.001724,-1.172567
000798.npy,0,0.448593,0.000000,0.062745,0.474510,0.024182,5.659222,0.000572,0.002025,-1.191170
000799.npy,0,0.439407,0.000000,0.062745,0.572549,0.028125,5.788154,0.000675,0.002473,-1.163212
000800.npy,0,0.000137,0.196078,0.490196,0.831373,0.057011,2.494625,0.003872,0.001228,-0.682289
000801.npy,0,0.007370,0.054902,0.729412,0.917647,0.022209,2.578599,0.000676,0.000244,-1.023561
000802.npy,0,0.004852,0.074510,0.694118,0.909804,0.023568,2.502859,0.000723,0.000243,-0.980550
000803.npy,0,0.011948,0.047059,0.694118,0.909804,0.022014,2.570670,0.000658,0.000232,-0.993267
000804.npy,1,0.002853,0.070588,0.400000,0.772549,0.088083,3.261278,0.013416,0.011755,-0.999637
000805.npy,0,0.252182,0.011765,0.101961,0.925490,0.008073,4.640380,0.000075,0.000259,-1.585647
000806.npy,0,0.204514,0.015686,0.141176,0.937255,0.010063,4.447334,0.000145,0.000589,-1.629733
000807.npy,0,0.227676,0.011765,0.129412,0.933333,0.009787,4.607819,0.000123,0.000544,-1.629438
000808.npy,0,0.223984,0.019608,0.094118,0.588235,0.022552,8.267234,0.000430,0.001300,-1.387243
000809.npy,0,0.000107,0.180392,0.945098,0.980392,0.014176,14.783378,0.000054,0.000017,-1.527129
000810.npy,0,0.000290,0.164706,0.941176,0.976471,0.011735,9.923281,0.000061,0.000017,-1.503821
000811.npy,0,0.000046,0.145098,0.945098,0.976471,0.021354,12.437066,0.000052,0.000232,-1.545083
000812.npy,0,0.331848,0.000000,0.090196,0.694118,0.038568,5.534714,0.001960,0.006249,-1.310803
000813.npy,0,0.237656,0.000000,0.225490,0.823529,0.063466,4.427685,0.007316,0.014637,-1.154793
000814.npy,0,0.231812,0.000000,0.219608,0.803922,0.062980,4.413700,0.007232,0.013934,-1.152428
000815.npy,0,0.162842,0.000000,0.262745,0.780392,0.067046,4.144683,0.007854,0.013554,-1.135820
000816.npy,0,0.023697,0.011765,0.364706,0.596078,0.024223,4.785634,0.001270,0.001828,-1.395581
000817.npy,1,0.010330,0.047059,0.286275,0.729412,0.082885,3.279752,0.009661,0.008565,-0.825479
000818.npy,1,0.008102,0.050980,0.341176,0.745098,0.083194,3.278368,0.009465,0.009210,-0.837144
000819.npy,1,0.002121,0.074510,0.364706,0.772549,0.091448,3.044341,0.011585,0.007776,-0.793611
000820.npy,1,0.027512,0.023529,0.639216,0.976471,0.097250,3.736775,0.016254,0.023189,-1.297454
000821.npy,0,0.701752,0.000000,0.015686,0.333333,0.011393,6.946106,0.000133,0.000473,-1.494495
000822.npy,0,0.589096,0.000000,0.035294,0.360784,0.013617,6.055544,0.000214,0.000598,-1.488231
000823.npy,0,0.682678,0.000000,0.023529,0.349020,0.012163,6.658564,0.000160,0.000493,-1.496950
000824.npy,0,0.000595,0.125490,0.396078,0.811765,0.022307,4.286027,0.000936,0.001605,-1.399526
000825.npy,0,0.165405,0.015686,0.121569,0.752941,0.027208,5.666231,0.001318,0.004390,-1.505490
000826.npy,0,0.170258,0.011765,0.121569,0.763333,0.027390,5.501471,0.001397,0.004615,-1.525000
000827.npy,0,0.211487,0.015686,0.098039,0.533333,0.024197,6.565724,0.001031,0.003409,-1.439721
000828.npy,0,0.011810,0.047059,0.643137,0.945098,0.013865,3.474427,0.000396,0.000772,-1.438801
000829.npy,0,0.000198,0.231373,0.325490,0.447059,0.015274,7.077252,0.000206,0.000208,-1.037569
000830.npy,0,0.000214,0.235294,0.325490,0.447059,0.014697,6.886650,0.000193,0.000197,-1.042123
000831.npy,0,0.000198,0.274510,0.368627,0.556863,0.013915,6.309462,0.000195,0.000138,-1.085120
000832.npy,0,0.010284,0.047059,0.525490,0.874510,0.027024,12.129677,0.000022,0.002600,-1.220683
000833.npy,0,0.043091,0.019608,0.325490,0.917647,0.044108,7.217333,0.003301,0.015487,-1.329150
000834.npy,0,0.089645,0.015686,0.203922,0.921569,0.052003,6.750016,0.005019,0.018609,-1.294696
000835.npy,0,0.058868,0.015686,0.270588,0.921569,0.049694,6.762876,0.004170,0.018576,-1.296052
000836.npy,0,0.093475,0.023529,0.156863,0.478431,0.054855,3.743495,0.004836,0.005571,-1.118333
000837.npy,0,0.138550,0.015686,0.129412,0.662745,0.039056,5.284885,0.001505,0.006182,-1.039817
000838.npy,0,0.101517,0.019608,0.129412,0.533333,0.031411,5.544948,0.001403,0.004369,-1.245575
000839.npy,0,0.107468,0.019608,0.125490,0.576471,0.032420,5.526114,0.001380,0.004230,-1.201801
000840.npy,0,0.191162,0.000000,0.396078,0.882353,0.048763,4.472224,0.005931,0.010849,-1.493638
000841.npy,0,0.034988,0.023529,0.388235,0.988235,0.019435,4.893918,0.000817,0.002820,-1.772120
000842.npy,0,0.026367,0.031373,0.305882,0.992157,0.020204,4.430399,0.000937,0.003038,-1.738264
000843.npy,0,0.028915,0.027451,0.431373,0.988235,0.019755,4.987429,0.000784,0.003141,-1.777869
000844.npy,0,0.001160,0.098039,0.333333,0.752941,0.043468,3.742933,0.002933,0.003549,-1.242246
000845.npy,0,0.371338,0.007843,0.078431,0.682353,0.012674,9.092782,0.000025,0.000739,-1.576252
000846.npy,0,0.492813,0.000000,0.050980,0.674510,0.010423,10.760819,0.000018,0.000269,-1.562772
000847.npy,0,0.371201,0.007843,0.078431,0.682353,0.012673,9.111674,0.000025,0.000753,-1.577336
000848.npy,0,0.157806,0.035294,0.733333,0.968627,0.032627,5.781304,0.001739,0.003413,-1.401397
000849.npy,0,0.173996,0.003922,0.341176,0.862745,0.026032,2.999728,0.001659,0.002434,-1.306568
000850.npy,0,0.136261,0.007843,0.364706,0.862745,0.025951,2.916594,0.001571,0.002164,-1.298586
000851.npy,0,0.177567,0.003922,0.329412,0.862745,0.025060,2.977324,0.001568,0.002199,-1.303001
000852.npy,0,0.342285,0.007843,0.105882,0.792157,0.054827,5.552649,0.003240,0.014502,-1.088989
000853.npy,0,0.014969,0.035294,0.341176,0.874510,0.072154,3.572192,0.008563,0.007963,-1.021750
000854.npy,0,0.010010,0.048431,0.349020,0.878431,0.074110,3.322357,0.008766,0.006848,-1.008861
000855.npy,0,0.016235,0.035294,0.317647,0.874510,0.076837,3.227036,0.008947,0.006481,-0.988017
000856.npy,0,0.001450,0.094118,0.458824,0.937255,0.055015,6.188877,0.003505,0.014817,-1.301640
000857.npy,0,0.000229,0.149020,0.662745,0.917647,0.017331,2.794248,0.000596,0.000600,-1.375745
000858.npy,0,0.000183,0.137255,0.615686,0.886275,0.019809,2.834424,0.000748,0.000751,-1.343835
000859.npy,0,0.001053,0.137255,0.588235,0.878431,0.021167,2.786696,0.000819,0.000864,-1.330322
000860.npy,0,0.123993,0.003922,0.129412,0.913725,0.031453,6.916201,0.001656,0.005765,-1.535046
000861.npy,0,0.001434,0.094118,0.752941,0.980392,0.039329,4.137594,0.003709,0.006114,-1.537762
000862.npy,0,0.002213,0.133333,0.694118,0.972549,0.037068,4.138494,0.003367,0.005727,-1.526349
000863.npy,0,0.002182,0.133333,0.694118,0.972549,0.037162,4.164268,0.003229,0.005591,-1.530043
000864.npy,1,0.001755,0.101961,0.466667,0.996078,0.099494,3.953232,0.023975,0.029061,-1.110122
000865.npy,0,0.000092,0.188235,0.545098,0.837843,0.060624,2.593712,0.004337,0.002055,-0.729811
000866.npy,0,0.000092,0.192157,0.537255,0.835294,0.061816,2.590325,0.004505,0.002060,-0.729104
000867.npy,0,0.000092,0.192157,0.552941,0.858824,0.063825,2.592256,0.004778,0.002202,-0.731561
000868.npy,0,0.116333,0.015686,0.247059,0.952941,0.043258,5.776363,0.002557,0.008635,-1.354196
000869.npy,0,0.000183,0.149020,0.490196,0.811765,0.054427,2.484506,0.003535,0.001004,-0.711863
000870.npy,0,0.000168,0.145098,0.486275,0.803922,0.054093,2.491112,0.003482,0.000941,-0.713011
000871.npy,0,0.000153,0.192157,0.529412,0.854902,0.059707,2.452528,0.004262,0.001200,-0.693904
000872.npy,0,0.000870,0.109804,0.396078,0.964706,0.021476,6.875995,0.000665,0.001888,-1.796027
000873.npy,0,0.000534,0.149020,0.364706,0.921569,0.044783,4.031041,0.003329,0.003615,-1.300241
000874.npy,0,0.000504,0.145098,0.364706,0.878431,0.044356,3.862138,0.003375,0.003648,-1.261869
000875.npy,0,0.000671,0.141176,0.364706,0.870588,0.044305,3.830371,0.003350,0.003481,-1.250243
000876.npy,0,0.014999,0.031373,0.278431,0.972549,0.027896,4.966384,0.001552,0.003895,-1.386592
000877.npy,0,0.007889,0.054902,0.247059,0.678431,0.009901,3.366598,0.000136,0.000106,-1.345641
000878.npy,0,0.007782,0.054902,0.250980,0.694118,0.009952,3.355213,0.000135,0.000105,-1.348193
000879.npy,0,0.006607,0.058824,0.243137,0.682353,0.010570,3.339137,0.000157,0.000128,-1.318363
000880.npy,0,0.000244,0.121569,0.443137,0.862745,0.032899,2.503949,0.001356,0.000549,-0.950435
000881.npy,0,0.006271,0.058824,0.333333,0.823529,0.017961,5.298360,0.000493,0.001701,-1.604114
000882.npy,0,0.008316,0.054902,0.325490,0.819608,0.017880,5.355451,0.000453,0.001664,-1.601018
000883.npy,0,0.008255,0.054902,0.325490,0.819608,0.017522,5.410211,0.000455,0.001511,-1.611180
000884.npy,0,0.058273,0.031373,0.098039,0.207843,0.014565,4.598681,0.000206,0.000160,-1.040556
000885.npy,0,0.001953,0.058824,0.149020,0.694118,0.033551,6.043303,0.001894,0.007950,-1.521737
000886.npy,0,0.311066,0.023529,0.066667,0.650980,0.026095,8.290198,0.000108,0.004922,-1.528355
000887.npy,0,0.071228,0.039216,0.105882,0.627451,0.030444,6.394256,0.001326,0.007026,-1.525192
000888.npy,0,0.007431,0.054902,0.545098,0.886275,0.029030,5.105153,0.001520,0.004210,-1.391771
000889.npy,0,0.071442,0.011765,0.882353,0.972549,0.010816,7.079354,0.000067,0.000028,-1.605587
000890.npy,0,0.047897,0.015686,0.905882,0.980392,0.009930,7.412313,0.000064,0.000025,-1.583172
000891.npy,0,0.084427,0.011765,0.878431,0.976471,0.011197,6.901214,0.000068,0.000032,-1.614559
000892.npy,0,0.014191,0.043137,0.462745,0.776471,0.044419,6.162538,0.002904,0.010693,-1.156877
000893.npy,0,0.000137,0.329412,0.564706,0.803922,0.017768,9.888066,0.000112,0.000072,-1.002899
000894.npy,0,0.000183,0.262745,0.584314,0.815686,0.024893,8.833218,0.000124,0.002719,-1.022872
000895.npy,0,0.000290,0.235294,0.584314,0.854902,0.026441,8.889423,0.000125,0.003431,-1.061895
000896.npy,0,0.034454,0.011765,0.678431,0.890196,0.038167,7.650673,0.001032,0.015560,-1.353949
000897.npy,0,0.016129,0.043137,0.788235,0.925490,0.023691,9.436506,0.000072,0.006145,-1.675531
000898.npy,0,0.012299,0.047059,0.815686,0.933333,0.019874,10.957243,0.000062,0.000422,-1.682236
000899.npy,0,0.011246,0.047059,0.807843,0.929412,0.018812,11.275899,0.000060,0.000205,-1.637401
000900.npy,1,0.000061,0.196078,0.450980,0.776471,0.111673,2.448216,0.014148,0.004010,-0.304593
000901.npy,0,0.414581,0.000000,0.129412,0.737255,0.032492,10.361458,0.001300,0.003976,-1.256820
000902.npy,0,0.332642,0.003922,0.188235,0.729412,0.036612,8.104746,0.001778,0.005513,-1.250121
000903.npy,0,0.446030,0.000000,0.105882,0.729412,0.029811,10.761721,0.000969,0.003386,-1.269790
000904.npy,0,0.081985,0.019608,0.196078,0.945098,0.045383,8.079227,0.001737,0.007925,-1.275398
000905.npy,0,0.000046,0.521569,0.690196,0.870588,0.056445,2.539657,0.003710,0.001144,-0.513889
000906.npy,0,0.000275,0.552941,0.905882,0.956863,0.016839,2.918037,0.000304,0.000100,-1.021422
000907.npy,0,0.000015,0.639216,0.772549,0.905882,0.042822,2.566223,0.002138,0.000650,-0.579263
000908.npy,0,0.023438,0.035294,0.196078,0.823529,0.038770,4.696826,0.002793,0.009005,-1.328848
000909.npy,0,0.068604,0.027451,0.200000,0.749020,0.013848,3.305571,0.000343,0.000597,-1.368595
000910.npy,0,0.054642,0.023529,0.192157,0.721569,0.013762,3.153949,0.000379,0.000591,-1.353729
000911.npy,0,0.052856,0.027451,0.200000,0.752941,0.013917,3.252736,0.000363,0.000596,-1.341745
000912.npy,0,0.000107,0.172549,0.690196,0.949020,0.019471,4.133649,0.000664,0.001818,-1.487067
000913.npy,1,0.046249,0.011765,0.329412,0.725490,0.078510,3.596756,0.012304,0.013582,-1.163269
000914.npy,1,0.045593,0.011765,0.337255,0.725490,0.078368,3.604355,0.012111,0.014278,-1.169956
000915.npy,0,0.048828,0.011765,0.317647,0.721569,0.077604,3.580485,0.011494,0.012580,-1.165741
000916.npy,1,0.010223,0.047059,0.427451,0.811765,0.097822,3.529084,0.018414,0.023598,-1.088305
000917.npy,0,0.000305,0.223529,0.580392,0.751569,0.027725,4.993307,0.001316,0.002599,-1.330882
000918.npy,0,0.000305,0.223529,0.592157,0.749020,0.027152,5.056489,0.001203,0.002373,-1.343122
000919.npy,0,0.000305,0.223529,0.560784,0.752941,0.028628,4.860356,0.001453,0.002736,-1.328547
000920.npy,0,0.334320,0.027451,0.066667,0.501961,0.041042,5.163225,0.003343,0.009105,-1.116371
000921.npy,0,0.008804,0.054902,0.317647,0.933333,0.048066,5.624001,0.001622,0.012344,-1.417543
000922.npy,0,0.001953,0.066667,0.309804,0.941176,0.045473,5.847876,0.001622,0.010464,-1.421690
000923.npy,0,0.009338,0.050980,0.321569,0.937255,0.047871,5.705731,0.001811,0.011288,-1.416917
000924.npy,0,0.260086,0.007843,0.925490,0.984314,0.008063,19.403580,0.000017,0.000028,-1.780308
000925.npy,0,0.005463,0.062745,0.145098,0.643137,0.025341,3.622698,0.000610,0.000841,-1.011057
000926.npy,0,0.008240,0.054902,0.141176,0.623529,0.025001,3.621295,0.000591,0.000808,-1.009592
000927.npy,0,0.011551,0.047059,0.137255,0.600000,0.024996,3.622047,0.000588,0.000829,-1.005112
000928.npy,0,0.000259,0.294118,0.713726,0.952941,0.007614,11.180828,0.000073,0.000144,-1.398379
000929.npy,0,0.000061,0.298039,0.647059,0.917647,0.036438,3.629556,0.002795,0.004259,-1.295593
000930.npy,0,0.000595,0.117647,0.498039,0.874510,0.044502,3.541887,0.004222,0.006401,-1.341085
000931.npy,0,0.000656,0.113725,0.505882,0.898039,0.041983,3.645082,0.003730,0.006088,-1.366821
000932.npy,1,0.296539,0.019608,0.152941,0.960784,0.070364,6.119750,0.020330,0.041275,-1.577818
000933.npy,0,0.243286,0.015686,0.109804,0.682353,0.021675,5.581392,0.000340,0.000830,-1.204487
000934.npy,0,0.081360,0.039216,0.105882,0.956863,0.015638,8.054586,0.000156,0.000419,-1.455520
000935.npy,0,0.248947,0.015686,0.109804,0.666667,0.021035,5.319228,0.000345,0.000790,-1.188531
000936.npy,0,0.017700,0.039216,0.254902,0.701961,0.054233,4.224565,0.004602,0.006994,-1.078643
000937.npy,0,0.000412,0.145098,0.403922,0.635294,0.017527,7.541916,0.000128,0.000343,-1.260176
000938.npy,0,0.000031,0.235294,0.537255,0.894118,0.015380,3.321999,0.000317,0.000289,-1.201294
000939.npy,0,0.001572,0.145098,0.411765,0.639216,0.017055,7.891923,0.000141,0.000247,-1.242700
000940.npy,0,0.000137,0.176471,0.423529,0.713726,0.077109,2.556696,0.009250,0.004226,-0.764075
000941.npy,0,0.079865,0.027451,0.129412,0.941176,0.011746,10.198854,0.000101,0.000067,-1.595860
000942.npy,0,0.068375,0.031373,0.631373,0.945098,0.011298,10.579093,0.000101,0.000102,-1.631394
000943.npy,0,0.089951,0.027451,0.603922,0.945098,0.011432,10.512960,0.000102,0.000095,-1.623443
000944.npy,0,0.076706,0.023529,0.270588,0.960784,0.010749,5.627405,0.000184,0.000471,-1.504782
000945.npy,0,0.372009,0.007843,0.160784,0.992157,0.013975,8.294401,0.000096,0.001607,-1.892493
000946.npy,0,0.375092,0.003922,0.207843,0.992157,0.014450,8.711556,0.000083,0.001696,-1.893227
000947.npy,0,0.360489,0.007843,0.180392,0.992157,0.014138,8.234787,0.000104,0.001669,-1.888487
000948.npy,0,0.004654,0.105882,0.537255,0.933333,0.031879,8.686277,0.000357,0.004950,-1.320369
000949.npy,0,0.225708,0.003922,0.133333,0.564706,0.015407,7.761435,0.000125,0.001126,-1.604779
000950.npy,0,0.223663,0.003922,0.137255,0.588235,0.015355,7.797262,0.000137,0.001134,-1.591350
000951.npy,0,0.232071,0.003922,0.141176,0.623529,0.015060,8.010320,0.000140,0.000962,-1.619508
000952.npy,0,0.002655,0.109804,0.650980,0.815686,0.042239,3.651809,0.002183,0.002913,-1.101832
000953.npy,0,0.000214,0.113725,0.443137,0.878431,0.018795,2.671980,0.000433,0.000149,-1.149978
000954.npy,0,0.000046,0.290196,0.545098,0.913725,0.014277,2.801093,0.000245,0.000092,-1.200664
000955.npy,0,0.000320,0.105882,0.439216,0.878431,0.018972,2.683155,0.000441,0.000156,-1.149637
000956.npy,0,0.002563,0.098039,0.419608,0.996078,0.054886,6.045362,0.005126,0.010397,-1.299831
000957.npy,1,0.052124,0.007843,0.494118,0.988235,0.263210,2.112933,0.081998,0.012786,-0.019268
000958.npy,1,0.052399,0.007843,0.498039,0.988235,0.264103,2.101390,0.081970,0.012665,-0.012991
000959.npy,1,0.050064,0.007843,0.498039,0.988235,0.262538,2.111478,0.081770,0.012565,-0.014957
000960.npy,0,0.002182,0.207843,0.364706,0.458824,0.005489,7.867192,0.000025,0.000028,-1.337770
000961.npy,0,0.005264,0.058824,0.474510,0.925490,0.017765,2.541042,0.000451,0.000246,-1.192738
000962.npy,0,0.005875,0.054902,0.439216,0.913725,0.019232,2.573251,0.000527,0.000316,-1.200168
000963.npy,0,0.009750,0.050980,0.474510,0.925490,0.018336,2.541805,0.000473,0.000269,-1.194555
000964.npy,0,0.056168,0.011765,0.529412,0.800000,0.037414,4.894808,0.003482,0.010325,-1.602784
000965.npy,0,0.017471,0.039216,0.274510,0.819608,0.031242,4.138355,0.002466,0.005178,-1.627748
000966.npy,0,0.018356,0.035294,0.274510,0.823529,0.031364,4.128344,0.002494,0.005293,-1.627244
000967.npy,0,0.016434,0.039216,0.278431,0.823529,0.031352,4.124817,0.002489,0.005245,-1.627032
000968.npy,0,0.009369,0.050980,0.223529,0.756863,0.059529,4.255554,0.007320,0.012433,-1.100849
000969.npy,0,0.001312,0.090196,0.380392,0.937255,0.056077,4.306927,0.004522,0.007879,-1.172376
000970.npy,0,0.000610,0.101961,0.400000,0.956863,0.056932,4.289950,0.004387,0.008409,-1.170616
000971.npy,0,0.000793,0.105882,0.411765,0.956863,0.058815,4.305080,0.004823,0.009556,-1.186581
000972.npy,0,0.022644,0.027451,0.321569,0.992157,0.016007,13.693794,0.000147,0.000898,-1.683725
000973.npy,0,0.157578,0.000000,0.149020,0.823529,0.022962,7.421859,0.000649,0.001866,-1.522042
000974.npy,0,0.152603,0.000000,0.164706,0.870588,0.024588,7.424847,0.000675,0.002215,-1.519982
000975.npy,0,0.103302,0.003922,0.243137,0.898039,0.028263,6.199372,0.001124,0.002529,-1.460536
000976.npy,0,0.011566,0.043137,0.282353,0.376471,0.013594,4.906278,0.000201,0.000303,-1.172158
000977.npy,0,0.007874,0.054902,0.996078,0.996078,0.005442,32.566299,0.000002,0.000007,-1.664561
000978.npy,0,0.006943,0.058824,0.996078,0.996078,0.005692,33.726959,0.000001,0.000007,-1.711617
000979.npy,0,0.001160,0.243137,0.996078,0.996078,0.004979,20.809895,0.000002,0.000004,-1.583058
000980.npy,0,0.015060,0.043137,0.152941,0.705882,0.075719,4.614980,0.006232,0.008988,-0.865066
000981.npy,0,0.000076,0.384314,0.678431,0.894118,0.042155,5.313488,0.002045,0.007478,-0.983097
000982.npy,0,0.000061,0.384314,0.678431,0.890196,0.041605,5.356319,0.001911,0.007089,-0.987659
000983.npy,0,0.000015,0.290196,0.705882,0.886275,0.032751,5.756183,0.001175,0.004200,-1.134763
000984.npy,1,0.051834,0.007843,0.494118,0.988235,0.264164,2.104150,0.082422,0.012385,0.024525
000985.npy,0,0.058899,0.000000,0.956863,0.996078,0.026935,6.435369,0.000272,0.005148,-1.558660
000986.npy,0,0.058914,0.000000,0.956863,0.996078,0.026939,6.443170,0.000274,0.005155,-1.558389
000987.npy,0,0.228989,0.000000,0.552941,0.996078,0.032237,5.616961,0.000814,0.007357,-1.553481
000988.npy,0,0.018082,0.035294,0.588235,0.870588,0.022245,10.755799,0.000089,0.001610,-1.575948
000989.npy,0,0.000122,0.156863,0.490196,0.905882,0.018367,9.017397,0.000135,0.000220,-1.537194
000990.npy,0,0.000107,0.156863,0.490196,0.905882,0.018650,8.995872,0.000135,0.000230,-1.540296
000991.npy,0,0.000229,0.168627,0.388235,0.815686,0.016665,8.534259,0.000138,0.000159,-1.440888
000992.npy,0,0.072205,0.027451,0.239216,0.835294,0.012316,5.858119,0.000163,0.000227,-1.413532
000993.npy,0,0.000732,0.109804,0.494118,0.882353,0.020309,2.474669,0.000532,0.000182,-1.113022
000994.npy,0,0.000565,0.109804,0.498039,0.874510,0.020027,2.496205,0.000512,0.000161,-1.074849
000995.npy,0,0.000702,0.105882,0.498039,0.866667,0.019978,2.484895,0.000513,0.000168,-1.079502
000996.npy,0,0.047226,0.011765,0.521569,0.843137,0.027062,11.476239,0.000093,0.005733,-1.478496
000997.npy,0,0.019424,0.039216,0.333333,0.976471,0.029562,4.996177,0.002168,0.003490,-1.721450
000998.npy,0,0.040512,0.027451,0.262745,0.976471,0.029392,4.543047,0.002207,0.003404,-1.716884
000999.npy,0,0.042480,0.031373,0.262745,0.972549,0.029527,5.266743,0.001918,0.003656,-1.736279
001000.npy,0,0.012161,0.043137,0.247059,0.666667,0.078682,3.327981,0.010256,0.008281,-0.773497
001001.npy,0,0.000031,0.180392,0.658824,0.886275,0.030776,3.362244,0.001459,0.001541,-1.110592
001002.npy,0,0.000092,0.247059,0.623529,0.858824,0.033283,3.382372,0.001685,0.001440,-1.013559
001003.npy,0,0.000031,0.188235,0.670588,0.886275,0.030682,3.383991,0.001436,0.001342,-1.091684
001004.npy,0,0.036209,0.031373,0.439216,0.811765,0.058305,3.651185,0.009314,0.012477,-1.533050
001005.npy,0,0.011795,0.047059,0.309804,0.917647,0.017161,3.081934,0.000663,0.001258,-1.406025
001006.npy,0,0.016510,0.039216,0.305882,0.913725,0.017919,3.150551,0.000754,0.001421,-1.411853
001007.npy,0,0.018478,0.039216,0.309804,0.913725,0.017926,3.093829,0.000749,0.001424,-1.394407
001008.npy,0,0.002289,0.074510,0.349020,0.890196,0.040293,6.518889,0.001262,0.002325,-1.254511
001009.npy,0,0.004074,0.070588,0.415686,0.988235,0.027038,5.505493,0.001471,0.005342,-1.605377
001010.npy,0,0.002701,0.125490,0.823529,0.992157,0.021932,6.853657,0.000522,0.004590,-1.667550
001011.npy,0,0.003693,0.074510,0.549020,0.992157,0.023109,6.313404,0.000803,0.004885,-1.670533
001012.npy,0,0.021561,0.039216,0.180392,0.884902,0.047033,4.660836,0.004369,0.007214,-1.417464
001013.npy,0,0.000183,0.152941,0.984314,0.988235,0.012700,17.358866,0.000005,0.000002,-1.460751
001014.npy,0,0.000366,0.207843,0.988235,0.992157,0.014081,14.569157,0.000004,0.000002,-1.452376
001015.npy,0,0.003647,0.082353,0.984314,0.992157,0.020066,9.347642,0.000003,0.002293,-1.475693
001016.npy,0,0.009888,0.050980,0.329412,0.741176,0.036680,6.502653,0.002297,0.008275,-1.347653
001017.npy,0,0.013992,0.039216,0.254902,0.862745,0.023317,6.387600,0.000553,0.002975,-1.711156
001018.npy,0,0.012039,0.043137,0.270588,0.854902,0.022476,6.623710,0.000540,0.002374,-1.615726
001019.npy,0,0.017242,0.035294,0.243137,0.823529,0.021467,6.611997,0.000487,0.002253,-1.679626
001020.npy,0,0.003723,0.062745,0.313726,0.847059,0.051611,5.731235,0.003601,0.011544,-1.249552
