path,cluster,bg_frac,p1,p50,p99,grad_mean,grad_tail,var_med,var_iqr,spec_slope
001021.npy,0,0.027695,0.035294,0.203922,0.670588,0.053332,4.129436,0.004169,0.004056,-1.086235
001022.npy,0,0.060440,0.019608,0.184314,0.658824,0.050881,4.076642,0.003888,0.003772,-1.077571
001023.npy,0,0.091187,0.019608,0.156863,0.631373,0.046509,5.018038,0.003331,0.004574,-1.140088
001024.npy,0,0.000397,0.086275,0.403922,0.956863,0.027173,8.826101,0.000571,0.005686,-1.484427
001025.npy,0,0.000137,0.105882,0.392157,0.921569,0.035157,2.802491,0.001577,0.001743,-0.953312
001026.npy,0,0.000061,0.105882,0.450980,0.882353,0.035449,2.820967,0.001604,0.001824,-0.984969
001027.npy,0,0.000046,0.160784,0.494118,0.890196,0.033548,2.793851,0.001543,0.001592,-0.978690
001028.npy,0,0.059586,0.019608,0.458824,0.945098,0.032590,8.798960,0.001791,0.006947,-1.569831
001029.npy,0,0.002945,0.082353,0.713726,0.956863,0.014448,6.448675,0.000149,0.000596,-1.510273
001030.npy,0,0.002563,0.082353,0.713726,0.956863,0.014380,6.465746,0.000145,0.000585,-1.510928
001031.npy,0,0.002136,0.392157,0.686275,0.952941,0.013142,5.379464,0.000138,0.000454,-1.366039
001032.npy,1,0.003815,0.070588,0.403922,0.847059,0.094148,3.288352,0.016416,0.013820,-1.104429
001033.npy,0,0.008362,0.054902,0.317647,0.690196,0.072269,3.312007,0.009533,0.008407,-1.137348
001034.npy,1,0.006180,0.066667,0.376471,0.800000,0.084659,3.269941,0.013434,0.011547,-1.142141
001035.npy,0,0.008469,0.054902,0.317647,0.690196,0.072244,3.311702,0.009520,0.008407,-1.137134
001036.npy,0,0.005798,0.062745,0.678431,0.756863,0.012298,19.517471,0.000025,0.000011,-1.347576
001037.npy,0,0.000381,0.192157,0.647059,0.862745,0.049331,4.919203,0.002383,0.010459,-1.203812
001038.npy,0,0.000336,0.207843,0.643137,0.882353,0.046061,5.315875,0.001729,0.007527,-1.206162
001039.npy,0,0.000320,0.192157,0.662745,0.862745,0.050212,4.876655,0.002749,0.010495,-1.186687
001040.npy,0,0.005768,0.058824,0.866667,0.933333,0.039265,6.715563,0.000241,0.009838,-1.294311
001041.npy,1,0.053955,0.031373,0.298039,0.780392,0.097217,3.411734,0.023358,0.030055,-1.265956
001042.npy,1,0.052994,0.031373,0.298039,0.780392,0.097423,3.407546,0.023001,0.030105,-1.265613
001043.npy,1,0.059143,0.031373,0.333333,0.800000,0.102891,3.274576,0.027503,0.032591,-1.266448
001044.npy,0,0.062317,0.023529,0.286275,0.878431,0.041109,6.493122,0.001894,0.007062,-1.147175
001045.npy,0,0.001984,0.129412,0.584314,0.870588,0.020597,3.450823,0.001201,0.002149,-1.687412
001046.npy,0,0.002396,0.094118,0.560784,0.878431,0.019995,3.121208,0.001141,0.001948,-1.684551
001047.npy,0,0.003525,0.082353,0.541176,0.878431,0.019854,3.003704,0.001142,0.001944,-1.679236
001048.npy,0,0.000305,0.415686,0.713726,0.960784,0.038825,3.429493,0.006440,0.008670,-1.531665
001049.npy,0,0.001999,0.098039,0.886275,0.941176,0.023554,5.974401,0.000511,0.000870,-1.402808
001050.npy,0,0.001709,0.109804,0.882353,0.937255,0.023596,6.047632,0.000530,0.000854,-1.374116
001051.npy,0,0.003479,0.074510,0.886275,0.952941,0.023079,6.289412,0.000459,0.000844,-1.481253
001052.npy,0,0.047989,0.015686,0.498039,0.996078,0.024340,7.395331,0.000830,0.004986,-1.803574
001053.npy,0,0.063553,0.019608,0.149020,0.980392,0.008336,5.655229,0.000059,0.000136,-1.658034
001054.npy,0,0.008621,0.054902,0.203922,0.980392,0.009077,6.497372,0.000051,0.000159,-1.685753
001055.npy,0,0.021271,0.039216,0.160784,0.980392,0.008136,5.641866,0.000060,0.000132,-1.638749
001056.npy,0,0.003494,0.078431,0.388235,0.811765,0.069287,3.411785,0.008655,0.008870,-1.159383
001057.npy,1,0.004669,0.078431,0.537255,0.909804,0.082891,3.249838,0.011599,0.012781,-1.084291
001058.npy,1,0.004700,0.082353,0.549020,0.901961,0.078742,3.283513,0.009875,0.012189,-1.106209
001059.npy,1,0.004898,0.082353,0.549020,0.901961,0.078814,3.285749,0.009886,0.012263,-1.106283
001060.npy,0,0.020630,0.027451,0.356863,0.878431,0.034033,4.134888,0.003201,0.005437,-1.624850
001061.npy,0,0.106094,0.003922,0.215686,0.815686,0.024579,7.026007,0.000997,0.005013,-1.695670
001062.npy,0,0.107651,0.003922,0.215686,0.811765,0.024675,7.011376,0.000963,0.004913,-1.685543
001063.npy,0,0.071320,0.003922,0.290196,0.835294,0.026711,6.569916,0.001349,0.005682,-1.666696
001064.npy,0,0.048248,0.023529,0.705882,0.968627,0.013850,8.169484,0.000135,0.000841,-1.690362
001065.npy,0,0.003937,0.082353,0.419608,0.878431,0.016743,2.642214,0.000378,0.000269,-1.137271
001066.npy,0,0.008713,0.054902,0.447059,0.886275,0.016713,2.604881,0.000381,0.000246,-1.075631
001067.npy,0,0.011551,0.047059,0.443137,0.874510,0.016659,2.592080,0.000380,0.000237,-1.077673
001068.npy,0,0.004120,0.066667,0.160784,0.541176,0.015802,9.744318,0.000126,0.000709,-1.132688
001069.npy,0,0.024246,0.043137,0.301961,0.745098,0.054014,5.440524,0.006391,0.014252,-1.275865
001070.npy,0,0.018112,0.043137,0.298039,0.776471,0.059356,5.415405,0.008489,0.017996,-1.232511
001071.npy,0,0.018066,0.043137,0.286275,0.772549,0.063081,5.211403,0.009435,0.019531,-1.195408
001072.npy,0,0.014374,0.043137,0.423529,0.913725,0.043866,5.841715,0.002831,0.012344,-1.314365
001073.npy,0,0.019272,0.039216,0.368627,0.996078,0.061553,4.809657,0.007786,0.019920,-1.286008
001074.npy,0,0.014572,0.043137,0.321569,0.996078,0.060398,4.922121,0.007431,0.020862,-1.284475
001075.npy,1,0.018433,0.039216,0.356863,0.996078,0.060946,4.831511,0.007872,0.020791,-1.290240
001076.npy,0,0.000549,0.164706,0.529412,0.858824,0.066199,3.475628,0.007141,0.007965,-1.149644
001077.npy,0,0.002182,0.074510,0.235294,0.435294,0.048634,3.061189,0.003606,0.002752,-0.908135
001078.npy,0,0.002182,0.070588,0.231373,0.972549,0.049491,3.172463,0.003662,0.002671,-1.080108
001079.npy,0,0.002075,0.074510,0.243137,0.984314,0.049420,3.311876,0.003694,0.002816,-1.160893
001080.npy,0,0.000473,0.184314,0.866667,0.980392,0.042395,6.295889,0.002574,0.009565,-1.365407
001081.npy,0,0.004913,0.066667,0.501961,0.968627,0.008062,2.480362,0.000124,0.000047,-1.300998
001082.npy,0,0.005554,0.066667,0.568627,0.972549,0.008026,2.550463,0.000135,0.000066,-1.309872
001083.npy,0,0.005295,0.062745,0.501961,0.968627,0.008186,2.500658,0.000126,0.000048,-1.295702
001084.npy,0,0.504807,0.003922,0.047059,0.866667,0.017460,6.927321,0.000236,0.002500,-1.747504
001085.npy,0,0.331848,0.000000,0.141176,0.839216,0.021269,5.274015,0.000812,0.003820,-1.519042
001086.npy,0,0.501968,0.000000,0.047059,0.796078,0.016411,6.467141,0.000211,0.002520,-1.570686
001087.npy,0,0.482224,0.000000,0.058824,0.780392,0.016751,6.348167,0.000265,0.002606,-1.580208
001088.npy,0,0.004303,0.074510,0.686275,0.976471,0.044016,5.549584,0.006722,0.020722,-1.576235
001089.npy,0,0.006134,0.064118,0.592157,0.972549,0.035701,5.366977,0.004286,0.012913,-1.684060
001090.npy,0,0.007690,0.054902,0.498039,0.831373,0.033009,5.106090,0.003625,0.011246,-1.705302
001091.npy,0,0.008133,0.054902,0.552941,0.976471,0.040031,4.977835,0.005417,0.014192,-1.690779
001092.npy,0,0.003540,0.078431,0.403922,0.941176,0.051660,5.278100,0.006389,0.011706,-1.491218
001093.npy,0,0.138779,0.015686,0.125490,0.698039,0.012249,4.661569,0.000283,0.000641,-1.522905
001094.npy,0,0.129745,0.019608,0.129412,0.698039,0.012149,4.688810,0.000281,0.000651,-1.519714
001095.npy,0,0.130142,0.015686,0.129412,0.698039,0.012257,4.650099,0.000290,0.000688,-1.521152
001096.npy,0,0.029068,0.007843,0.396078,0.803922,0.044071,5.246921,0.003468,0.009060,-1.226157
001097.npy,0,0.224670,0.003922,0.196078,0.674510,0.036196,6.899413,0.001146,0.008893,-1.090768
001098.npy,0,0.322342,0.003922,0.180392,0.670588,0.033442,7.510677,0.000708,0.008755,-1.098904
001099.npy,0,0.361267,0.003922,0.184314,0.674510,0.033227,7.557864,0.000693,0.008876,-1.138491
001100.npy,0,0.000137,0.176471,0.839216,0.941176,0.053894,5.147199,0.004996,0.010164,-1.150649
001101.npy,0,0.000061,0.549020,0.945098,0.960784,0.006099,21.135900,0.000011,0.000004,-1.114710
001102.npy,0,0.000107,0.184314,0.945098,0.964706,0.024537,8.494787,0.000008,0.000247,-1.106163
001103.npy,0,0.000107,0.200000,0.945098,0.964706,0.022974,8.996548,0.000009,0.000005,-1.102422
001104.npy,0,0.000427,0.176471,0.607843,0.796078,0.018407,13.193801,0.000008,0.000003,-1.030347
001105.npy,0,0.178726,0.011765,0.090196,0.580392,0.031958,6.597887,0.000892,0.003375,-1.128812
001106.npy,0,0.149307,0.011765,0.105882,0.592157,0.037614,6.393887,0.001145,0.004360,-1.075491
001107.npy,0,0.056717,0.027451,0.137255,0.784314,0.041429,5.880990,0.001308,0.005329,-1.150441
001108.npy,0,0.001648,0.090196,0.784314,0.901961,0.062494,5.656288,0.004126,0.022970,-1.159052
001109.npy,0,0.016235,0.043137,0.823529,0.937255,0.049506,7.141927,0.000730,0.019548,-1.235507
001110.npy,1,0.019836,0.039216,0.643137,0.937255,0.058122,6.270925,0.001756,0.029025,-1.239645
001111.npy,0,0.019043,0.043137,0.831373,0.945098,0.049499,7.186493,0.000777,0.019277,-1.240230
001112.npy,0,0.017349,0.027451,0.325490,0.952941,0.029342,9.355707,0.000173,0.001757,-1.351268
001113.npy,0,0.164398,0.000000,0.443137,0.827451,0.023833,6.967826,0.000432,0.003352,-1.632639
001114.npy,0,0.207031,0.000000,0.400000,0.811765,0.022553,7.295322,0.000347,0.002957,-1.646742
001115.npy,0,0.147110,0.003922,0.458824,0.835294,0.024265,6.885685,0.000561,0.003130,-1.632610
001116.npy,0,0.053085,0.003922,0.337255,0.937255,0.044377,4.791541,0.004291,0.012592,-1.844165
001117.npy,0,0.000061,0.345098,0.517647,0.800000,0.025842,4.615284,0.000581,0.002606,-1.501830
001118.npy,0,0.000061,0.337255,0.513726,0.800000,0.024946,4.909819,0.000516,0.002168,-1.484656
001119.npy,0,0.000107,0.329412,0.533333,0.807843,0.025474,4.765399,0.000623,0.002259,-1.505241
001120.npy,0,0.000412,0.152941,0.686275,0.803922,0.029116,8.286108,0.000161,0.004986,-1.065809
001121.npy,0,0.036438,0.031373,0.176471,0.792157,0.052981,5.685317,0.003673,0.019402,-1.273937
001122.npy,0,0.039658,0.031373,0.172549,0.792157,0.058453,5.334261,0.006487,0.022074,-1.225387
001123.npy,0,0.037857,0.031373,0.172549,0.784314,0.053379,5.631034,0.003992,0.017044,-1.267509
001124.npy,0,0.047089,0.031373,0.117647,0.733333,0.016324,5.405144,0.000332,0.001154,-1.553177
001125.npy,0,0.005234,0.098039,0.349020,0.835294,0.030081,5.828763,0.001941,0.003974,-1.513832
001126.npy,0,0.005417,0.098039,0.356863,0.894118,0.032520,6.631667,0.002087,0.004736,-1.477141
001127.npy,0,0.005310,0.098039,0.360784,0.917647,0.033154,6.626759,0.002202,0.005192,-1.493247
001128.npy,0,0.004730,0.070588,0.650980,0.850980,0.013202,12.985014,0.000049,0.000230,-1.574933
001129.npy,0,0.029358,0.023529,0.415686,0.772549,0.018554,7.186850,0.000446,0.001747,-1.697611
001130.npy,0,0.034775,0.015686,0.384314,0.717647,0.016517,6.953937,0.000331,0.001462,-1.715014
001131.npy,0,0.024490,0.027451,0.427451,0.772549,0.018265,7.164297,0.000450,0.001782,-1.671900
001132.npy,1,0.060257,0.000000,0.549020,0.992157,0.090647,4.933974,0.018588,0.059260,-1.283143
001133.npy,1,0.134995,0.000000,0.486275,0.949020,0.080635,4.843277,0.018190,0.042701,-1.267255
001134.npy,1,0.115189,0.000000,0.505882,0.945098,0.080071,4.856642,0.016719,0.039891,-1.264775
001135.npy,1,0.108719,0.000000,0.549020,0.945098,0.078280,4.966209,0.014897,0.036196,-1.258714
001136.npy,0,0.008606,0.050980,0.160784,0.776471,0.054159,4.490711,0.007138,0.018488,-1.523216
001137.npy,0,0.003845,0.062745,0.572549,0.909804,0.042875,5.549131,0.000922,0.012694,-1.596350
001138.npy,0,0.004349,0.058824,0.607843,0.909804,0.041756,5.692702,0.000516,0.012456,-1.570869
001139.npy,0,0.012039,0.047059,0.603922,0.905882,0.042170,5.686625,0.000514,0.012739,-1.570419
001140.npy,0,0.016785,0.035294,0.368627,0.682353,0.028055,8.249888,0.000500,0.002672,-1.163816
001141.npy,0,0.000381,0.250980,0.647059,0.917647,0.028758,5.191389,0.001281,0.001595,-1.021448
001142.npy,0,0.000015,0.270588,0.639216,0.917647,0.029997,5.122685,0.001452,0.001626,-0.977982
001143.npy,0,0.000824,0.188235,0.650980,0.941176,0.027837,5.268345,0.001225,0.001534,-1.076205
001144.npy,0,0.011246,0.043137,0.454902,0.815686,0.057433,4.721766,0.006344,0.011404,-1.344690
001145.npy,0,0.068115,0.031373,0.603922,0.717647,0.044737,6.845973,0.005628,0.025989,-1.481970
001146.npy,0,0.066711,0.031373,0.596078,0.705882,0.042304,7.122926,0.004813,0.024205,-1.486809
001147.npy,0,0.074509,0.027451,0.556863,0.678431,0.042307,6.885907,0.005608,0.021677,-1.470748
001148.npy,0,0.006302,0.058824,0.309804,0.545098,0.051041,4.091695,0.004108,0.005682,-1.030623
001149.npy,1,0.007874,0.058824,0.329412,0.839216,0.079319,4.201744,0.011437,0.017628,-1.109307
001150.npy,1,0.007690,0.058824,0.329412,0.839216,0.079570,4.209995,0.011598,0.017609,-1.112543
001151.npy,1,0.008072,0.056275,0.329412,0.839216,0.079562,4.216773,0.011618,0.017489,-1.112678
001152.npy,1,0.001541,0.070588,0.513726,0.988235,0.074326,4.279746,0.013101,0.022880,-1.295798
001153.npy,0,0.002960,0.066667,0.352941,0.976471,0.046629,4.757318,0.003151,0.007203,-1.405085
001154.npy,0,0.002396,0.070588,0.501961,0.976471,0.044392,4.963524,0.002256,0.005749,-1.379522
001155.npy,0,0.003723,0.062745,0.435294,0.968627,0.043578,4.633739,0.002613,0.006224,-1.400615
001156.npy,0,0.133575,0.023529,0.121569,0.937255,0.040861,6.960166,0.001506,0.013485,-1.586030
001157.npy,0,0.001328,0.078431,0.196078,0.764706,0.036792,2.566943,0.001562,0.001032,-0.955351
001158.npy,0,0.001541,0.074510,0.188235,0.752941,0.036313,2.573570,0.001484,0.001009,-0.884115
001159.npy,0,0.002075,0.070588,0.184314,0.752941,0.036974,2.554365,0.001563,0.000991,-0.895345
001160.npy,0,0.001968,0.113725,0.564706,0.913725,0.012484,3.017001,0.000398,0.000568,-1.391819
001161.npy,0,0.001114,0.113725,0.596078,0.968627,0.017224,2.988210,0.000756,0.001141,-1.366342
001162.npy,0,0.000732,0.160784,0.658824,0.964706,0.016958,3.155922,0.000515,0.000979,-1.257222
001163.npy,0,0.000839,0.149020,0.643137,0.960784,0.016857,3.132005,0.000601,0.000988,-1.290682
001164.npy,0,0.100098,0.007843,0.133333,0.572549,0.034147,5.556812,0.000983,0.001202,-1.106526
001165.npy,0,0.000076,0.254902,0.752941,0.976471,0.018602,6.460748,0.000347,0.001971,-1.559471
001166.npy,0,0.000076,0.254902,0.752941,0.976471,0.018612,6.444129,0.000348,0.001966,-1.559287
001167.npy,0,0.000076,0.282353,0.760784,0.976471,0.019448,6.470212,0.000428,0.001689,-1.551429
001168.npy,0,0.098907,0.027451,0.082353,0.537255,0.025845,7.228975,0.000491,0.001394,-1.207399
001169.npy,0,0.000168,0.138627,0.317647,0.576471,0.038487,3.320514,0.001710,0.001471,-1.021121
001170.npy,0,0.000168,0.137255,0.317647,0.580392,0.038969,3.308627,0.001772,0.001501,-1.028024
001171.npy,0,0.000153,0.133333,0.321569,0.580392,0.040518,3.301429,0.001972,0.001789,-1.021909
001172.npy,0,0.086472,0.007843,0.352941,0.980392,0.019580,4.641333,0.000794,0.001561,-1.637054
001173.npy,0,0.000122,0.333333,0.725490,0.992157,0.016578,4.068074,0.000760,0.001872,-1.751484
001174.npy,0,0.000183,0.223529,0.686275,0.984314,0.020039,3.750262,0.001184,0.002596,-1.746785
001175.npy,0,0.000214,0.362157,0.749020,0.992157,0.016089,4.051094,0.000737,0.001607,-1.694808
001176.npy,1,0.000687,0.105882,0.364706,0.831373,0.092409,3.768103,0.016775,0.013357,-1.037670
001177.npy,0,0.030167,0.027451,0.333333,0.964706,0.047928,6.791209,0.002725,0.010160,-1.330763
001178.npy,0,0.018204,0.039216,0.305882,0.952941,0.039649,6.429490,0.002474,0.006042,-1.412145
001179.npy,0,0.027771,0.028824,0.313726,0.956863,0.036038,7.003625,0.001864,0.005132,-1.397056
001180.npy,0,0.004929,0.058824,0.301961,0.803922,0.064494,4.344037,0.009450,0.016202,-1.212226
001181.npy,0,0.000122,0.184314,0.415686,0.874510,0.050078,4.319596,0.003543,0.006556,-1.267829
001182.npy,0,0.000092,0.168627,0.419608,0.870588,0.051507,4.338670,0.003931,0.006421,-1.249758
001183.npy,0,0.000107,0.188235,0.419608,0.874510,0.050198,4.264094,0.003611,0.005515,-1.263236
001184.npy,0,0.001251,0.117647,0.549020,0.898039,0.059612,3.526649,0.006530,0.007910,-1.312597
001185.npy,0,0.000443,0.129412,0.388235,0.811765,0.048376,3.832901,0.005520,0.007826,-1.430012
001186.npy,0,0.000565,0.117647,0.380392,0.823529,0.045986,3.996797,0.004855,0.007325,-1.436567
001187.npy,0,0.000458,0.113725,0.372549,0.815686,0.048888,3.855225,0.005426,0.007626,-1.429009
001188.npy,0,0.003723,0.082353,0.572549,0.945098,0.073096,3.853974,0.007333,0.011840,-1.067538
001189.npy,1,0.001099,0.094118,0.407843,0.827451,0.070366,4.279732,0.011593,0.016259,-1.043191
001190.npy,1,0.000992,0.086275,0.396078,0.831373,0.067762,4.479452,0.010895,0.017396,-1.054543
001191.npy,1,0.000946,0.098039,0.400000,0.823529,0.073701,4.122434,0.012139,0.016157,-1.042755
001192.npy,0,0.000092,0.407843,0.909804,0.984314,0.012041,8.343756,0.000163,0.000376,-1.692245
001193.npy,0,0.000122,0.925490,0.956863,0.980392,0.004398,2.599659,0.000020,0.000012,-1.535450
001194.npy,0,0.000122,0.831373,0.964706,0.984314,0.004791,4.043864,0.000021,0.000015,-1.577031
001195.npy,0,0.000122,0.819608,0.964706,0.984314,0.004901,4.226079,0.000021,0.000015,-1.587306
001196.npy,0,0.008194,0.070588,0.607843,0.960784,0.009595,4.537221,0.000176,0.000557,-1.647960
001197.npy,0,0.002853,0.070588,0.352941,0.580392,0.019083,2.574903,0.000446,0.000169,-1.077079
001198.npy,0,0.000458,0.125490,0.549020,0.898039,0.030222,2.533658,0.001128,0.000432,-0.938447
001199.npy,0,0.004547,0.062745,0.317647,0.749020,0.014490,2.696162,0.000250,0.000111,-1.242360
001200.npy,0,0.003830,0.074510,0.486275,0.996078,0.038430,3.724971,0.003391,0.006536,-1.582679
001201.npy,0,0.006622,0.094118,0.419608,0.862745,0.025389,4.978585,0.000960,0.001262,-1.494634
001202.npy,0,0.007126,0.054902,0.427451,0.882353,0.028358,4.503755,0.001234,0.001501,-1.474776
001203.npy,0,0.013580,0.035294,0.443137,0.882353,0.024668,3.875876,0.001087,0.001284,-1.466183
001204.npy,0,0.020447,0.039216,0.356863,0.666667,0.049794,5.237886,0.008723,0.015276,-1.191763
001205.npy,0,0.005066,0.058824,0.411765,0.894118,0.023006,2.459815,0.000671,0.000167,-0.914278
001206.npy,0,0.000076,0.478431,0.537255,0.619608,0.004173,2.739883,0.000015,0.000004,-1.277649
001207.npy,0,0.013046,0.047059,0.415686,0.913725,0.023719,2.479074,0.000723,0.000192,-0.922076
001208.npy,0,0.000076,0.294118,0.619608,0.858824,0.085539,2.564474,0.009100,0.002573,-0.635816
001209.npy,0,0.004715,0.101961,0.462745,0.741176,0.063190,4.319583,0.006511,0.009944,-1.013782
001210.npy,0,0.005127,0.094118,0.462745,0.745098,0.066725,4.238633,0.007305,0.010982,-0.992031
001211.npy,0,0.003815,0.113725,0.462745,0.733333,0.062981,4.226910,0.006671,0.009722,-1.011653
001212.npy,0,0.117538,0.011765,0.219608,0.819608,0.064155,4.266518,0.009513,0.017308,-1.494785
001213.npy,1,0.021866,0.039216,0.564706,0.968627,0.081281,4.801418,0.016851,0.036634,-1.180386
001214.npy,1,0.029678,0.031373,0.494118,0.964706,0.077311,4.984113,0.013699,0.035404,-1.198742
001215.npy,1,0.030228,0.031373,0.450980,0.960784,0.076436,5.005642,0.014515,0.034403,-1.189642
001216.npy,0,0.007172,0.050980,0.262745,0.580392,0.048895,4.176203,0.004185,0.005967,-1.088381
001217.npy,0,0.008408,0.050980,0.117647,0.662745,0.034975,6.030252,0.001223,0.004784,-1.172600
001218.npy,0,0.010483,0.047059,0.113725,0.650980,0.034598,6.021329,0.001308,0.004846,-1.168532
001219.npy,0,0.009644,0.050980,0.117647,0.662745,0.035031,6.005418,0.001222,0.004803,-1.173135
001220.npy,0,0.000732,0.603922,0.745098,0.854902,0.017933,2.811113,0.000372,0.000176,-1.102724
001221.npy,0,0.008835,0.050980,0.286275,0.682353,0.037782,5.012919,0.002907,0.005589,-1.392157
001222.npy,0,0.008804,0.050980,0.286275,0.678431,0.037686,5.011584,0.002895,0.005558,-1.392276
001223.npy,0,0.011688,0.047059,0.301961,0.682353,0.040458,4.740797,0.003554,0.006590,-1.400996
001224.npy,1,0.011154,0.047059,0.317647,0.850980,0.111812,3.297369,0.017963,0.017893,-0.787923
001225.npy,0,0.005951,0.070588,0.686275,0.980392,0.012635,3.299286,0.000343,0.000605,-1.428718
001226.npy,0,0.005844,0.070588,0.686275,0.976471,0.012643,3.318952,0.000346,0.000602,-1.429211
001227.npy,0,0.000824,0.105882,0.847059,0.980392,0.012043,3.800876,0.000255,0.000603,-1.490321
001228.npy,0,0.035110,0.035294,0.121569,0.560784,0.011197,4.983831,0.000134,0.000058,-1.341831
001229.npy,0,0.120972,0.019608,0.090196,0.831373,0.046027,7.258694,0.005845,0.022700,-1.535259
001230.npy,0,0.121887,0.019608,0.090196,0.831373,0.044688,7.204462,0.004976,0.020832,-1.535158
001231.npy,0,0.101501,0.023529,0.094118,0.831373,0.044269,7.239535,0.004917,0.022414,-1.530846
001232.npy,1,0.113785,0.003922,0.360784,0.917647,0.070200,4.495883,0.014141,0.025887,-1.537443
001233.npy,0,0.003479,0.117647,0.403922,0.729412,0.020168,3.791611,0.001301,0.002046,-1.656608
001234.npy,0,0.003036,0.113725,0.360784,0.678431,0.017850,3.869757,0.001032,0.001579,-1.654582
001235.npy,0,0.003845,0.090196,0.360784,0.698039,0.017988,3.807283,0.000996,0.001769,-1.686260
001236.npy,0,0.154221,0.027451,0.082353,0.596078,0.052147,6.612531,0.003053,0.010149,-0.861618
